text,label
Election commission releases official voting data (report 110),0
NASA launches new satellite to study climate change (report 110),0
Finance ministry announces tax relief for middle class (report 110),0
Supreme Court passes new judgment on environmental law (report 110),0
WHO releases new global health guidelines (report 110),0
ISRO successfully tests new launch vehicle (report 110),0
Central bank revises interest rates after review (report 110),0
New renewable energy project inaugurated by government (report 110),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 110),1
You won’t believe how this man became rich in one day (claim 110),1
Secret revealed: cure for all diseases doctors hide (claim 110),1
Viral hoax claims mobile towers spread dangerous virus (claim 110),1
Click here to know shocking truth no one talks about (claim 110),1
Scientists shocked by alien life found on Earth (claim 110),1
Government hiding truth about free money scheme (claim 110),1
Drinking this one liquid will make you immortal (claim 110),1
Shocking discovery proves world will end next week (claim 110),1
This simple trick can double your money instantly (claim 110),1
Government announces new education policy for students (report 111),0
Scientists confirm water found on Mars after new research (report 111),0
Election commission releases official voting data (report 111),0
NASA launches new satellite to study climate change (report 111),0
Finance ministry announces tax relief for middle class (report 111),0
Supreme Court passes new judgment on environmental law (report 111),0
WHO releases new global health guidelines (report 111),0
ISRO successfully tests new launch vehicle (report 111),0
Central bank revises interest rates after review (report 111),0
New renewable energy project inaugurated by government (report 111),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 111),1
You won’t believe how this man became rich in one day (claim 111),1
Secret revealed: cure for all diseases doctors hide (claim 111),1
Viral hoax claims mobile towers spread dangerous virus (claim 111),1
Click here to know shocking truth no one talks about (claim 111),1
Scientists shocked by alien life found on Earth (claim 111),1
Government hiding truth about free money scheme (claim 111),1
Drinking this one liquid will make you immortal (claim 111),1
Shocking discovery proves world will end next week (claim 111),1
This simple trick can double your money instantly (claim 111),1
Government announces new education policy for students (report 112),0
Scientists confirm water found on Mars after new research (report 112),0
Election commission releases official voting data (report 112),0
NASA launches new satellite to study climate change (report 112),0
Finance ministry announces tax relief for middle class (report 112),0
Supreme Court passes new judgment on environmental law (report 112),0
WHO releases new global health guidelines (report 112),0
ISRO successfully tests new launch vehicle (report 112),0
Central bank revises interest rates after review (report 112),0
New renewable energy project inaugurated by government (report 112),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 112),1
You won’t believe how this man became rich in one day (claim 112),1
Secret revealed: cure for all diseases doctors hide (claim 112),1
Viral hoax claims mobile towers spread dangerous virus (claim 112),1
Click here to know shocking truth no one talks about (claim 112),1
Scientists shocked by alien life found on Earth (claim 112),1
Government hiding truth about free money scheme (claim 112),1
Drinking this one liquid will make you immortal (claim 112),1
Shocking discovery proves world will end next week (claim 112),1
This simple trick can double your money instantly (claim 112),1
Government announces new education policy for students (report 113),0
Scientists confirm water found on Mars after new research (report 113),0
Election commission releases official voting data (report 113),0
NASA launches new satellite to study climate change (report 113),0
Finance ministry announces tax relief for middle class (report 113),0
Supreme Court passes new judgment on environmental law (report 113),0
WHO releases new global health guidelines (report 113),0
ISRO successfully tests new launch vehicle (report 113),0
Central bank revises interest rates after review (report 113),0
New renewable energy project inaugurated by government (report 113),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 113),1
You won’t believe how this man became rich in one day (claim 113),1
Secret revealed: cure for all diseases doctors hide (claim 113),1
Viral hoax claims mobile towers spread dangerous virus (claim 113),1
Click here to know shocking truth no one talks about (claim 113),1
Scientists shocked by alien life found on Earth (claim 113),1
Government hiding truth about free money scheme (claim 113),1
Drinking this one liquid will make you immortal (claim 113),1
Shocking discovery proves world will end next week (claim 113),1
This simple trick can double your money instantly (claim 113),1
Government announces new education policy for students (report 114),0
Scientists confirm water found on Mars after new research (report 114),0
Election commission releases official voting data (report 114),0
NASA launches new satellite to study climate change (report 114),0
Finance ministry announces tax relief for middle class (report 114),0
Supreme Court passes new judgment on environmental law (report 114),0
WHO releases new global health guidelines (report 114),0
ISRO successfully tests new launch vehicle (report 114),0
Central bank revises interest rates after review (report 114),0
New renewable energy project inaugurated by government (report 114),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 114),1
You won’t believe how this man became rich in one day (claim 114),1
Secret revealed: cure for all diseases doctors hide (claim 114),1
Viral hoax claims mobile towers spread dangerous virus (claim 114),1
Click here to know shocking truth no one talks about (claim 114),1
Scientists shocked by alien life found on Earth (claim 114),1
Government hiding truth about free money scheme (claim 114),1
Drinking this one liquid will make you immortal (claim 114),1
Shocking discovery proves world will end next week (claim 114),1
This simple trick can double your money instantly (claim 114),1
Government announces new education policy for students (report 115),0
Scientists confirm water found on Mars after new research (report 115),0
Election commission releases official voting data (report 115),0
NASA launches new satellite to study climate change (report 115),0
Finance ministry announces tax relief for middle class (report 115),0
Supreme Court passes new judgment on environmental law (report 115),0
WHO releases new global health guidelines (report 115),0
ISRO successfully tests new launch vehicle (report 115),0
Central bank revises interest rates after review (report 115),0
New renewable energy project inaugurated by government (report 115),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 115),1
You won’t believe how this man became rich in one day (claim 115),1
Secret revealed: cure for all diseases doctors hide (claim 115),1
Viral hoax claims mobile towers spread dangerous virus (claim 115),1
Click here to know shocking truth no one talks about (claim 115),1
Scientists shocked by alien life found on Earth (claim 115),1
Government hiding truth about free money scheme (claim 115),1
Drinking this one liquid will make you immortal (claim 115),1
Shocking discovery proves world will end next week (claim 115),1
This simple trick can double your money instantly (claim 115),1
Government announces new education policy for students (report 116),0
Scientists confirm water found on Mars after new research (report 116),0
Election commission releases official voting data (report 116),0
NASA launches new satellite to study climate change (report 116),0
Finance ministry announces tax relief for middle class (report 116),0
Supreme Court passes new judgment on environmental law (report 116),0
WHO releases new global health guidelines (report 116),0
ISRO successfully tests new launch vehicle (report 116),0
Central bank revises interest rates after review (report 116),0
New renewable energy project inaugurated by government (report 116),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 116),1
You won’t believe how this man became rich in one day (claim 116),1
Secret revealed: cure for all diseases doctors hide (claim 116),1
Viral hoax claims mobile towers spread dangerous virus (claim 116),1
Click here to know shocking truth no one talks about (claim 116),1
Scientists shocked by alien life found on Earth (claim 116),1
Government hiding truth about free money scheme (claim 116),1
Drinking this one liquid will make you immortal (claim 116),1
Shocking discovery proves world will end next week (claim 116),1
This simple trick can double your money instantly (claim 116),1
Government announces new education policy for students (report 117),0
Scientists confirm water found on Mars after new research (report 117),0
Election commission releases official voting data (report 117),0
NASA launches new satellite to study climate change (report 117),0
Finance ministry announces tax relief for middle class (report 117),0
Supreme Court passes new judgment on environmental law (report 117),0
WHO releases new global health guidelines (report 117),0
ISRO successfully tests new launch vehicle (report 117),0
Central bank revises interest rates after review (report 117),0
New renewable energy project inaugurated by government (report 117),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 117),1
You won’t believe how this man became rich in one day (claim 117),1
Secret revealed: cure for all diseases doctors hide (claim 117),1
Viral hoax claims mobile towers spread dangerous virus (claim 117),1
Click here to know shocking truth no one talks about (claim 117),1
Scientists shocked by alien life found on Earth (claim 117),1
Government hiding truth about free money scheme (claim 117),1
Drinking this one liquid will make you immortal (claim 117),1
Shocking discovery proves world will end next week (claim 117),1
This simple trick can double your money instantly (claim 117),1
Government announces new education policy for students (report 118),0
Scientists confirm water found on Mars after new research (report 118),0
Election commission releases official voting data (report 118),0
NASA launches new satellite to study climate change (report 118),0
Finance ministry announces tax relief for middle class (report 118),0
Supreme Court passes new judgment on environmental law (report 118),0
WHO releases new global health guidelines (report 118),0
ISRO successfully tests new launch vehicle (report 118),0
Central bank revises interest rates after review (report 118),0
New renewable energy project inaugurated by government (report 118),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 118),1
You won’t believe how this man became rich in one day (claim 118),1
Secret revealed: cure for all diseases doctors hide (claim 118),1
Viral hoax claims mobile towers spread dangerous virus (claim 118),1
Click here to know shocking truth no one talks about (claim 118),1
Scientists shocked by alien life found on Earth (claim 118),1
Government hiding truth about free money scheme (claim 118),1
Drinking this one liquid will make you immortal (claim 118),1
Shocking discovery proves world will end next week (claim 118),1
This simple trick can double your money instantly (claim 118),1
Government announces new education policy for students (report 119),0
Scientists confirm water found on Mars after new research (report 119),0
Election commission releases official voting data (report 119),0
NASA launches new satellite to study climate change (report 119),0
Finance ministry announces tax relief for middle class (report 119),0
Supreme Court passes new judgment on environmental law (report 119),0
WHO releases new global health guidelines (report 119),0
ISRO successfully tests new launch vehicle (report 119),0
Central bank revises interest rates after review (report 119),0
New renewable energy project inaugurated by government (report 119),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 119),1
You won’t believe how this man became rich in one day (claim 119),1
Secret revealed: cure for all diseases doctors hide (claim 119),1
Viral hoax claims mobile towers spread dangerous virus (claim 119),1
Click here to know shocking truth no one talks about (claim 119),1
Scientists shocked by alien life found on Earth (claim 119),1
Government hiding truth about free money scheme (claim 119),1
Drinking this one liquid will make you immortal (claim 119),1
Shocking discovery proves world will end next week (claim 119),1
This simple trick can double your money instantly (claim 119),1
Government announces new education policy for students (report 120),0
Scientists confirm water found on Mars after new research (report 120),0
Election commission releases official voting data (report 120),0
NASA launches new satellite to study climate change (report 120),0
Finance ministry announces tax relief for middle class (report 120),0
Supreme Court passes new judgment on environmental law (report 120),0
WHO releases new global health guidelines (report 120),0
ISRO successfully tests new launch vehicle (report 120),0
Central bank revises interest rates after review (report 120),0
New renewable energy project inaugurated by government (report 120),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 120),1
You won’t believe how this man became rich in one day (claim 120),1
Secret revealed: cure for all diseases doctors hide (claim 120),1
Viral hoax claims mobile towers spread dangerous virus (claim 120),1
Click here to know shocking truth no one talks about (claim 120),1
Scientists shocked by alien life found on Earth (claim 120),1
Government hiding truth about free money scheme (claim 120),1
Drinking this one liquid will make you immortal (claim 120),1
Shocking discovery proves world will end next week (claim 120),1
This simple trick can double your money instantly (claim 120),1
Government announces new education policy for students (report 121),0
Scientists confirm water found on Mars after new research (report 121),0
Election commission releases official voting data (report 121),0
NASA launches new satellite to study climate change (report 121),0
Finance ministry announces tax relief for middle class (report 121),0
Supreme Court passes new judgment on environmental law (report 121),0
WHO releases new global health guidelines (report 121),0
ISRO successfully tests new launch vehicle (report 121),0
Central bank revises interest rates after review (report 121),0
New renewable energy project inaugurated by government (report 121),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 121),1
You won’t believe how this man became rich in one day (claim 121),1
Secret revealed: cure for all diseases doctors hide (claim 121),1
Viral hoax claims mobile towers spread dangerous virus (claim 121),1
Click here to know shocking truth no one talks about (claim 121),1
Scientists shocked by alien life found on Earth (claim 121),1
Government hiding truth about free money scheme (claim 121),1
Drinking this one liquid will make you immortal (claim 121),1
Shocking discovery proves world will end next week (claim 121),1
This simple trick can double your money instantly (claim 121),1
Government announces new education policy for students (report 122),0
Scientists confirm water found on Mars after new research (report 122),0
Election commission releases official voting data (report 122),0
NASA launches new satellite to study climate change (report 122),0
Finance ministry announces tax relief for middle class (report 122),0
Supreme Court passes new judgment on environmental law (report 122),0
WHO releases new global health guidelines (report 122),0
ISRO successfully tests new launch vehicle (report 122),0
Central bank revises interest rates after review (report 122),0
New renewable energy project inaugurated by government (report 122),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 122),1
You won’t believe how this man became rich in one day (claim 122),1
Secret revealed: cure for all diseases doctors hide (claim 122),1
Viral hoax claims mobile towers spread dangerous virus (claim 122),1
Click here to know shocking truth no one talks about (claim 122),1
Scientists shocked by alien life found on Earth (claim 122),1
Government hiding truth about free money scheme (claim 122),1
Drinking this one liquid will make you immortal (claim 122),1
Shocking discovery proves world will end next week (claim 122),1
This simple trick can double your money instantly (claim 122),1
Government announces new education policy for students (report 123),0
Scientists confirm water found on Mars after new research (report 123),0
Election commission releases official voting data (report 123),0
NASA launches new satellite to study climate change (report 123),0
Finance ministry announces tax relief for middle class (report 123),0
Supreme Court passes new judgment on environmental law (report 123),0
WHO releases new global health guidelines (report 123),0
ISRO successfully tests new launch vehicle (report 123),0
Central bank revises interest rates after review (report 123),0
New renewable energy project inaugurated by government (report 123),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 123),1
You won’t believe how this man became rich in one day (claim 123),1
Secret revealed: cure for all diseases doctors hide (claim 123),1
Viral hoax claims mobile towers spread dangerous virus (claim 123),1
Click here to know shocking truth no one talks about (claim 123),1
Scientists shocked by alien life found on Earth (claim 123),1
Government hiding truth about free money scheme (claim 123),1
Drinking this one liquid will make you immortal (claim 123),1
Shocking discovery proves world will end next week (claim 123),1
This simple trick can double your money instantly (claim 123),1
Government announces new education policy for students (report 124),0
Scientists confirm water found on Mars after new research (report 124),0
Election commission releases official voting data (report 124),0
NASA launches new satellite to study climate change (report 124),0
Finance ministry announces tax relief for middle class (report 124),0
Supreme Court passes new judgment on environmental law (report 124),0
WHO releases new global health guidelines (report 124),0
ISRO successfully tests new launch vehicle (report 124),0
Central bank revises interest rates after review (report 124),0
New renewable energy project inaugurated by government (report 124),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 124),1
You won’t believe how this man became rich in one day (claim 124),1
Secret revealed: cure for all diseases doctors hide (claim 124),1
Viral hoax claims mobile towers spread dangerous virus (claim 124),1
Click here to know shocking truth no one talks about (claim 124),1
Scientists shocked by alien life found on Earth (claim 124),1
Government hiding truth about free money scheme (claim 124),1
Drinking this one liquid will make you immortal (claim 124),1
Shocking discovery proves world will end next week (claim 124),1
This simple trick can double your money instantly (claim 124),1
Government announces new education policy for students (report 125),0
Scientists confirm water found on Mars after new research (report 125),0
Election commission releases official voting data (report 125),0
NASA launches new satellite to study climate change (report 125),0
Finance ministry announces tax relief for middle class (report 125),0
Supreme Court passes new judgment on environmental law (report 125),0
WHO releases new global health guidelines (report 125),0
ISRO successfully tests new launch vehicle (report 125),0
Central bank revises interest rates after review (report 125),0
New renewable energy project inaugurated by government (report 125),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 125),1
You won’t believe how this man became rich in one day (claim 125),1
Secret revealed: cure for all diseases doctors hide (claim 125),1
Viral hoax claims mobile towers spread dangerous virus (claim 125),1
Click here to know shocking truth no one talks about (claim 125),1
Scientists shocked by alien life found on Earth (claim 125),1
Government hiding truth about free money scheme (claim 125),1
Drinking this one liquid will make you immortal (claim 125),1
Shocking discovery proves world will end next week (claim 125),1
This simple trick can double your money instantly (claim 125),1
Government announces new education policy for students (report 126),0
Scientists confirm water found on Mars after new research (report 126),0
Election commission releases official voting data (report 126),0
NASA launches new satellite to study climate change (report 126),0
Finance ministry announces tax relief for middle class (report 126),0
Supreme Court passes new judgment on environmental law (report 126),0
WHO releases new global health guidelines (report 126),0
ISRO successfully tests new launch vehicle (report 126),0
Central bank revises interest rates after review (report 126),0
New renewable energy project inaugurated by government (report 126),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 126),1
You won’t believe how this man became rich in one day (claim 126),1
Secret revealed: cure for all diseases doctors hide (claim 126),1
Viral hoax claims mobile towers spread dangerous virus (claim 126),1
Click here to know shocking truth no one talks about (claim 126),1
Scientists shocked by alien life found on Earth (claim 126),1
Government hiding truth about free money scheme (claim 126),1
Drinking this one liquid will make you immortal (claim 126),1
Shocking discovery proves world will end next week (claim 126),1
This simple trick can double your money instantly (claim 126),1
Government announces new education policy for students (report 127),0
Scientists confirm water found on Mars after new research (report 127),0
Election commission releases official voting data (report 127),0
NASA launches new satellite to study climate change (report 127),0
Finance ministry announces tax relief for middle class (report 127),0
Supreme Court passes new judgment on environmental law (report 127),0
WHO releases new global health guidelines (report 127),0
ISRO successfully tests new launch vehicle (report 127),0
Central bank revises interest rates after review (report 127),0
New renewable energy project inaugurated by government (report 127),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 127),1
You won’t believe how this man became rich in one day (claim 127),1
Secret revealed: cure for all diseases doctors hide (claim 127),1
Viral hoax claims mobile towers spread dangerous virus (claim 127),1
Click here to know shocking truth no one talks about (claim 127),1
Scientists shocked by alien life found on Earth (claim 127),1
Government hiding truth about free money scheme (claim 127),1
Drinking this one liquid will make you immortal (claim 127),1
Shocking discovery proves world will end next week (claim 127),1
This simple trick can double your money instantly (claim 127),1
Government announces new education policy for students (report 128),0
Scientists confirm water found on Mars after new research (report 128),0
Election commission releases official voting data (report 128),0
NASA launches new satellite to study climate change (report 128),0
Finance ministry announces tax relief for middle class (report 128),0
Supreme Court passes new judgment on environmental law (report 128),0
WHO releases new global health guidelines (report 128),0
ISRO successfully tests new launch vehicle (report 128),0
Central bank revises interest rates after review (report 128),0
New renewable energy project inaugurated by government (report 128),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 128),1
You won’t believe how this man became rich in one day (claim 128),1
Secret revealed: cure for all diseases doctors hide (claim 128),1
Viral hoax claims mobile towers spread dangerous virus (claim 128),1
Click here to know shocking truth no one talks about (claim 128),1
Scientists shocked by alien life found on Earth (claim 128),1
Government hiding truth about free money scheme (claim 128),1
Drinking this one liquid will make you immortal (claim 128),1
Shocking discovery proves world will end next week (claim 128),1
This simple trick can double your money instantly (claim 128),1
Government announces new education policy for students (report 129),0
Scientists confirm water found on Mars after new research (report 129),0
Election commission releases official voting data (report 129),0
NASA launches new satellite to study climate change (report 129),0
Finance ministry announces tax relief for middle class (report 129),0
Supreme Court passes new judgment on environmental law (report 129),0
WHO releases new global health guidelines (report 129),0
ISRO successfully tests new launch vehicle (report 129),0
Central bank revises interest rates after review (report 129),0
New renewable energy project inaugurated by government (report 129),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 129),1
You won’t believe how this man became rich in one day (claim 129),1
Secret revealed: cure for all diseases doctors hide (claim 129),1
Viral hoax claims mobile towers spread dangerous virus (claim 129),1
Click here to know shocking truth no one talks about (claim 129),1
Scientists shocked by alien life found on Earth (claim 129),1
Government hiding truth about free money scheme (claim 129),1
Drinking this one liquid will make you immortal (claim 129),1
Shocking discovery proves world will end next week (claim 129),1
This simple trick can double your money instantly (claim 129),1
Government announces new education policy for students (report 130),0
Scientists confirm water found on Mars after new research (report 130),0
Election commission releases official voting data (report 130),0
NASA launches new satellite to study climate change (report 130),0
Finance ministry announces tax relief for middle class (report 130),0
Supreme Court passes new judgment on environmental law (report 130),0
WHO releases new global health guidelines (report 130),0
ISRO successfully tests new launch vehicle (report 130),0
Central bank revises interest rates after review (report 130),0
New renewable energy project inaugurated by government (report 130),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 130),1
You won’t believe how this man became rich in one day (claim 130),1
Secret revealed: cure for all diseases doctors hide (claim 130),1
Viral hoax claims mobile towers spread dangerous virus (claim 130),1
Click here to know shocking truth no one talks about (claim 130),1
Scientists shocked by alien life found on Earth (claim 130),1
Government hiding truth about free money scheme (claim 130),1
Drinking this one liquid will make you immortal (claim 130),1
Shocking discovery proves world will end next week (claim 130),1
This simple trick can double your money instantly (claim 130),1
Government announces new education policy for students (report 131),0
Scientists confirm water found on Mars after new research (report 131),0
Election commission releases official voting data (report 131),0
NASA launches new satellite to study climate change (report 131),0
Finance ministry announces tax relief for middle class (report 131),0
Supreme Court passes new judgment on environmental law (report 131),0
WHO releases new global health guidelines (report 131),0
ISRO successfully tests new launch vehicle (report 131),0
Central bank revises interest rates after review (report 131),0
New renewable energy project inaugurated by government (report 131),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 131),1
You won’t believe how this man became rich in one day (claim 131),1
Secret revealed: cure for all diseases doctors hide (claim 131),1
Viral hoax claims mobile towers spread dangerous virus (claim 131),1
Click here to know shocking truth no one talks about (claim 131),1
Scientists shocked by alien life found on Earth (claim 131),1
Government hiding truth about free money scheme (claim 131),1
Drinking this one liquid will make you immortal (claim 131),1
Shocking discovery proves world will end next week (claim 131),1
This simple trick can double your money instantly (claim 131),1
Government announces new education policy for students (report 132),0
Scientists confirm water found on Mars after new research (report 132),0
Election commission releases official voting data (report 132),0
NASA launches new satellite to study climate change (report 132),0
Finance ministry announces tax relief for middle class (report 132),0
Supreme Court passes new judgment on environmental law (report 132),0
WHO releases new global health guidelines (report 132),0
ISRO successfully tests new launch vehicle (report 132),0
Central bank revises interest rates after review (report 132),0
New renewable energy project inaugurated by government (report 132),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 132),1
You won’t believe how this man became rich in one day (claim 132),1
Secret revealed: cure for all diseases doctors hide (claim 132),1
Viral hoax claims mobile towers spread dangerous virus (claim 132),1
Click here to know shocking truth no one talks about (claim 132),1
Scientists shocked by alien life found on Earth (claim 132),1
Government hiding truth about free money scheme (claim 132),1
Drinking this one liquid will make you immortal (claim 132),1
Shocking discovery proves world will end next week (claim 132),1
This simple trick can double your money instantly (claim 132),1
Government announces new education policy for students (report 133),0
Scientists confirm water found on Mars after new research (report 133),0
Election commission releases official voting data (report 133),0
NASA launches new satellite to study climate change (report 133),0
Finance ministry announces tax relief for middle class (report 133),0
Supreme Court passes new judgment on environmental law (report 133),0
WHO releases new global health guidelines (report 133),0
ISRO successfully tests new launch vehicle (report 133),0
Central bank revises interest rates after review (report 133),0
New renewable energy project inaugurated by government (report 133),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 133),1
You won’t believe how this man became rich in one day (claim 133),1
Secret revealed: cure for all diseases doctors hide (claim 133),1
Viral hoax claims mobile towers spread dangerous virus (claim 133),1
Click here to know shocking truth no one talks about (claim 133),1
Scientists shocked by alien life found on Earth (claim 133),1
Government hiding truth about free money scheme (claim 133),1
Drinking this one liquid will make you immortal (claim 133),1
Shocking discovery proves world will end next week (claim 133),1
This simple trick can double your money instantly (claim 133),1
Government announces new education policy for students (report 134),0
Scientists confirm water found on Mars after new research (report 134),0
Election commission releases official voting data (report 134),0
NASA launches new satellite to study climate change (report 134),0
Finance ministry announces tax relief for middle class (report 134),0
Supreme Court passes new judgment on environmental law (report 134),0
WHO releases new global health guidelines (report 134),0
ISRO successfully tests new launch vehicle (report 134),0
Central bank revises interest rates after review (report 134),0
New renewable energy project inaugurated by government (report 134),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 134),1
You won’t believe how this man became rich in one day (claim 134),1
Secret revealed: cure for all diseases doctors hide (claim 134),1
Viral hoax claims mobile towers spread dangerous virus (claim 134),1
Click here to know shocking truth no one talks about (claim 134),1
Scientists shocked by alien life found on Earth (claim 134),1
Government hiding truth about free money scheme (claim 134),1
Drinking this one liquid will make you immortal (claim 134),1
Shocking discovery proves world will end next week (claim 134),1
This simple trick can double your money instantly (claim 134),1
Government announces new education policy for students (report 135),0
Scientists confirm water found on Mars after new research (report 135),0
Election commission releases official voting data (report 135),0
NASA launches new satellite to study climate change (report 135),0
Finance ministry announces tax relief for middle class (report 135),0
Supreme Court passes new judgment on environmental law (report 135),0
WHO releases new global health guidelines (report 135),0
ISRO successfully tests new launch vehicle (report 135),0
Central bank revises interest rates after review (report 135),0
New renewable energy project inaugurated by government (report 135),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 135),1
You won’t believe how this man became rich in one day (claim 135),1
Secret revealed: cure for all diseases doctors hide (claim 135),1
Viral hoax claims mobile towers spread dangerous virus (claim 135),1
Click here to know shocking truth no one talks about (claim 135),1
Scientists shocked by alien life found on Earth (claim 135),1
Government hiding truth about free money scheme (claim 135),1
Drinking this one liquid will make you immortal (claim 135),1
Shocking discovery proves world will end next week (claim 135),1
This simple trick can double your money instantly (claim 135),1
Government announces new education policy for students (report 136),0
Scientists confirm water found on Mars after new research (report 136),0
Election commission releases official voting data (report 136),0
NASA launches new satellite to study climate change (report 136),0
Finance ministry announces tax relief for middle class (report 136),0
Supreme Court passes new judgment on environmental law (report 136),0
WHO releases new global health guidelines (report 136),0
ISRO successfully tests new launch vehicle (report 136),0
Central bank revises interest rates after review (report 136),0
New renewable energy project inaugurated by government (report 136),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 136),1
You won’t believe how this man became rich in one day (claim 136),1
Secret revealed: cure for all diseases doctors hide (claim 136),1
Viral hoax claims mobile towers spread dangerous virus (claim 136),1
Click here to know shocking truth no one talks about (claim 136),1
Scientists shocked by alien life found on Earth (claim 136),1
Government hiding truth about free money scheme (claim 136),1
Drinking this one liquid will make you immortal (claim 136),1
Shocking discovery proves world will end next week (claim 136),1
This simple trick can double your money instantly (claim 136),1
Government announces new education policy for students (report 137),0
Scientists confirm water found on Mars after new research (report 137),0
Election commission releases official voting data (report 137),0
NASA launches new satellite to study climate change (report 137),0
Finance ministry announces tax relief for middle class (report 137),0
Supreme Court passes new judgment on environmental law (report 137),0
WHO releases new global health guidelines (report 137),0
ISRO successfully tests new launch vehicle (report 137),0
Central bank revises interest rates after review (report 137),0
New renewable energy project inaugurated by government (report 137),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 137),1
You won’t believe how this man became rich in one day (claim 137),1
Secret revealed: cure for all diseases doctors hide (claim 137),1
Viral hoax claims mobile towers spread dangerous virus (claim 137),1
Click here to know shocking truth no one talks about (claim 137),1
Scientists shocked by alien life found on Earth (claim 137),1
Government hiding truth about free money scheme (claim 137),1
Drinking this one liquid will make you immortal (claim 137),1
Shocking discovery proves world will end next week (claim 137),1
This simple trick can double your money instantly (claim 137),1
Government announces new education policy for students (report 138),0
Scientists confirm water found on Mars after new research (report 138),0
Election commission releases official voting data (report 138),0
NASA launches new satellite to study climate change (report 138),0
Finance ministry announces tax relief for middle class (report 138),0
Supreme Court passes new judgment on environmental law (report 138),0
WHO releases new global health guidelines (report 138),0
ISRO successfully tests new launch vehicle (report 138),0
Central bank revises interest rates after review (report 138),0
New renewable energy project inaugurated by government (report 138),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 138),1
You won’t believe how this man became rich in one day (claim 138),1
Secret revealed: cure for all diseases doctors hide (claim 138),1
Viral hoax claims mobile towers spread dangerous virus (claim 138),1
Click here to know shocking truth no one talks about (claim 138),1
Scientists shocked by alien life found on Earth (claim 138),1
Government hiding truth about free money scheme (claim 138),1
Drinking this one liquid will make you immortal (claim 138),1
Shocking discovery proves world will end next week (claim 138),1
This simple trick can double your money instantly (claim 138),1
Government announces new education policy for students (report 139),0
Scientists confirm water found on Mars after new research (report 139),0
Election commission releases official voting data (report 139),0
NASA launches new satellite to study climate change (report 139),0
Finance ministry announces tax relief for middle class (report 139),0
Supreme Court passes new judgment on environmental law (report 139),0
WHO releases new global health guidelines (report 139),0
ISRO successfully tests new launch vehicle (report 139),0
Central bank revises interest rates after review (report 139),0
New renewable energy project inaugurated by government (report 139),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 139),1
You won’t believe how this man became rich in one day (claim 139),1
Secret revealed: cure for all diseases doctors hide (claim 139),1
Viral hoax claims mobile towers spread dangerous virus (claim 139),1
Click here to know shocking truth no one talks about (claim 139),1
Scientists shocked by alien life found on Earth (claim 139),1
Government hiding truth about free money scheme (claim 139),1
Drinking this one liquid will make you immortal (claim 139),1
Shocking discovery proves world will end next week (claim 139),1
This simple trick can double your money instantly (claim 139),1
Government announces new education policy for students (report 140),0
Scientists confirm water found on Mars after new research (report 140),0
Election commission releases official voting data (report 140),0
NASA launches new satellite to study climate change (report 140),0
Finance ministry announces tax relief for middle class (report 140),0
Supreme Court passes new judgment on environmental law (report 140),0
WHO releases new global health guidelines (report 140),0
ISRO successfully tests new launch vehicle (report 140),0
Central bank revises interest rates after review (report 140),0
New renewable energy project inaugurated by government (report 140),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 140),1
You won’t believe how this man became rich in one day (claim 140),1
Secret revealed: cure for all diseases doctors hide (claim 140),1
Viral hoax claims mobile towers spread dangerous virus (claim 140),1
Click here to know shocking truth no one talks about (claim 140),1
Scientists shocked by alien life found on Earth (claim 140),1
Government hiding truth about free money scheme (claim 140),1
Drinking this one liquid will make you immortal (claim 140),1
Shocking discovery proves world will end next week (claim 140),1
This simple trick can double your money instantly (claim 140),1
Government announces new education policy for students (report 141),0
Scientists confirm water found on Mars after new research (report 141),0
Election commission releases official voting data (report 141),0
NASA launches new satellite to study climate change (report 141),0
